dup_check,candidate_id,name_id,county_lvl_election_id,state_lvl_election_id,electionyear,electiondate,partycode,partyname,racecode,racename,racename_category,countycode,countyname,district_circuitnumber,group_seatnumber,precincts,cannamefirst,cannamemiddle,cannamelast,runningmate,canvotes,county_totalvotes,county_lvl_on_ballot_count,max_county_lvl_on_ballot_count,local_state_election,county_percent_canvotes,place,prev_winner4_partycode,prev_winner4_partyname,prev_winner4_canname,prev_winner4_same_party,geo_fips,avg_monthly_annual_value,q1_avg_monthly_value,q2_avg_monthly_value,q3_avg_monthly_value,q4_avg_monthly_value,population,gdp,Personal Income,Per Capita Personal Income,population2,Total Violent Crime,Violent Crime Rate Per 100k,Violent Crime Rate Change,first_primary_to,second_primary_to,General Election,is_democrat,is_republican,is_independent
1,8178,37106,8262,8258,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,ORA,Orange,8,0,159,Ric,,Keller,,90054,139705,4,4,Local Election,64.46,1,REP,Republican,Ric  Keller,1,12095,5.83,6.37,5.9,5.7,5.33,955136,48081612,25989643,27210,955865.0,9519,995.9,-5.2,29%,***,55%,0,1,0
1,8181,27479,8160,8145,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,ORA,Orange,3,0,56,Corrine,,Brown,,25302,37851,9,9,Local Election,66.85,1,DEM,Democrat,Corrine  Brown,1,12095,5.83,6.37,5.9,5.7,5.33,955136,48081612,25989643,27210,955865.0,9519,995.9,-5.2,29%,***,55%,1,0,0
1,8184,32775,8248,8246,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,ORA,Orange,7,0,5,John,L.,Mica,,3381,4710,6,6,Local Election,71.78,1,REP,Republican,John L. Mica,1,12095,5.83,6.37,5.9,5.7,5.33,955136,48081612,25989643,27210,955865.0,9519,995.9,-5.2,29%,***,55%,0,1,0
1,8187,28020,8040,8034,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,OSC,Osceola,15,0,89,Dave,,Weldon,,26522,41130,4,4,Local Election,64.48,1,REP,Republican,Dave  Weldon,1,12097,6.02,6.73,5.83,5.73,5.77,190844,4487619,4189999,21955,193355.0,1074,555.5,-4.2,29%,***,55%,0,1,0
1,8189,37106,8264,8258,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,OSC,Osceola,8,0,1,Ric,,Keller,,1257,1641,4,4,Local Election,76.6,1,DEM,Democrat,Linda W. Chapin,0,12097,6.02,6.73,5.83,5.73,5.77,190844,4487619,4189999,21955,193355.0,1074,555.5,-4.2,29%,***,55%,0,1,0
1,8192,37985,8074,8072,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,PAL,Palm Beach,19,0,212,Robert,,Wexler,,113818,155661,2,2,Local Election,73.12,1,DEM,Democrat,Robert  Wexler,1,12099,6.33,6.27,6.23,6.83,5.97,1191340,44056289,53848794,45200,1183197.0,8653,731.3,1.2,29%,***,55%,1,0,0
1,8193,27289,8112,8108,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PAL,Palm Beach,22,0,235,Clay,,Shaw,,76441,129982,2,2,Local Election,58.81,1,REP,Republican,Clay  Shaw,1,12099,6.33,6.27,6.23,6.83,5.97,1191340,44056289,53848794,45200,1183197.0,8653,731.3,1.2,29%,***,55%,0,1,0
1,8196,22863,8125,8116,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,PAL,Palm Beach,23,0,137,Alcee,L.,Hastings,,34104,45717,5,5,Local Election,74.6,1,DEM,Democrat,Alcee L. Hastings,1,12099,6.33,6.27,6.23,6.83,5.97,1191340,44056289,53848794,45200,1183197.0,8653,731.3,1.2,29%,***,55%,1,0,0
1,8197,34683,8058,8046,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PAL,Palm Beach,16,0,59,Mark,,Foley,,27241,34416,8,8,Local Election,79.15,1,REP,Republican,Mark  Foley,1,12099,6.33,6.27,6.23,6.83,5.97,1191340,44056289,53848794,45200,1183197.0,8653,731.3,1.2,29%,***,55%,0,1,0
1,8203,35109,8269,8266,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PAS,Pasco,9,0,74,Michael,,Bilirakis,,42960,65469,3,3,Local Election,65.62,1,REP,Republican,Michael  Bilirakis,1,12101,6.13,6.27,6.23,6.2,5.83,369665,5585180,9201525,24892,361468.0,1661,459.5,-7.7,29%,***,55%,0,1,0
1,8204,40839,8215,8190,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PAS,Pasco,5,0,97,Virginia 'Ginny',,Brown-Waite,,29897,60714,8,8,Local Election,49.24,1,DEM,Democrat,Karen L. Thurman,0,12101,6.13,6.27,6.23,6.2,5.83,369665,5585180,9201525,24892,361468.0,1661,459.5,-7.7,29%,***,55%,0,1,0
1,8211,35109,8272,8266,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PIN,Pinellas,9,0,85,Michael,,Bilirakis,,57924,77553,3,3,Local Election,74.69,1,REP,Republican,Michael  Bilirakis,1,12103,5.78,6.03,5.77,5.73,5.6,925102,31882178,30928793,33433,933994.0,7442,796.8,-0.9,29%,***,55%,0,1,0
1,8216,28020,8043,8034,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,POL,Polk,15,0,5,Dave,,Weldon,,3042,4831,4,4,Local Election,62.97,1,REP,Republican,Dave  Weldon,1,12105,5.93,5.73,5.7,6.7,5.6,501469,13665251,12928993,25782,502385.0,2714,540.2,-1.4,29%,***,55%,0,1,0
1,8222,31718,8163,8145,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,PUT,Putnam,3,0,33,Jennifer,,Carroll,,6983,11602,9,9,Local Election,60.19,1,REP,Republican,Jennifer S. Carroll,1,12107,6.74,6.87,7.27,6.97,5.87,71386,1673118,1522560,21329,71329.0,826,1158.0,-5.3,29%,***,55%,0,1,0
1,8227,31518,8010,8001,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,SAN,Santa Rosa,1,0,38,Jeff,,Miller,,35067,43380,6,6,Local Election,80.84,1,REP,Republican,Joe  Scarborough,1,12113,5.33,5.57,5.37,5.4,4.97,127438,1937589,3459293,27145,124956.0,353,282.5,-9.3,29%,***,55%,0,1,0
1,8230,33153,8031,8019,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,SAR,Sarasota,13,0,173,Katherine,,Harris,,73680,137623,5,5,Local Election,53.54,1,REP,Republican,Dan  Miller,1,12115,4.99,5.13,5.0,5.17,4.67,340590,10408286,13464361,39532,334616.0,1459,436.0,-9.8,29%,***,55%,0,1,0
1,8234,32775,8252,8246,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,SEM,Seminole,7,0,57,John,L.,Mica,,36442,53789,6,6,Local Election,67.75,1,REP,Republican,John L. Mica,1,12117,5.67,6.07,5.87,5.57,5.17,382846,11088413,12490158,32624,387626.0,1704,439.6,-21.6,29%,***,55%,0,1,0
1,8237,27479,8166,8145,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,SEM,Seminole,3,0,12,Corrine,,Brown,,3368,5628,9,9,Local Election,59.84,1,DEM,Democrat,Corrine  Brown,1,12117,5.67,6.07,5.87,5.57,5.17,382846,11088413,12490158,32624,387626.0,1704,439.6,-21.6,29%,***,55%,1,0,0
1,8242,34683,8060,8046,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,STL,St. Lucie,16,0,62,Mark,,Foley,,44402,57772,8,8,Local Election,76.86,1,REP,Republican,Mark  Foley,1,12111,7.4,6.63,6.8,9.1,7.07,205796,4314740,5028792,24436,203360.0,1369,673.2,-7.5,29%,***,55%,0,1,0
1,8244,22863,8128,8116,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,STL,St. Lucie,23,0,13,Alcee,L.,Hastings,,5071,6961,5,5,Local Election,72.85,1,DEM,Democrat,Alcee L. Hastings,1,12111,7.4,6.63,6.8,9.1,7.07,205796,4314740,5028792,24436,203360.0,1369,673.2,-7.5,29%,***,55%,1,0,0
1,8252,23081,8100,8076,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,SUW,Suwannee,2,0,17,Allen,,Boyd,,6746,10830,16,16,Local Election,62.29,1,DEM,Democrat,Allen  Boyd,1,12121,5.18,5.43,5.1,5.27,4.9,36186,683096,751078,20756,35727.0,231,646.6,9.9,29%,***,55%,1,0,0
1,8254,23081,8102,8076,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,TAY,Taylor,2,0,14,Allen,,Boyd,,4569,5963,16,16,Local Election,76.62,1,DEM,Democrat,Allen  Boyd,1,12123,6.78,7.23,6.83,6.73,6.33,19465,503271,441495,22681,19800.0,160,808.1,16.0,29%,***,55%,1,0,0
1,8258,32775,8256,8246,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,VOL,Volusia,7,0,112,John,L.,Mica,,47814,89107,6,6,Local Election,53.66,1,REP,Republican,John L. Mica,1,12127,5.69,5.97,5.73,5.67,5.4,458248,9957989,12065088,26329,459661.0,2886,627.9,-6.9,29%,***,55%,0,1,0
1,8262,27479,8169,8145,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,VOL,Volusia,3,0,13,Corrine,,Brown,,1882,3704,9,9,Local Election,50.81,1,DEM,Democrat,Corrine  Brown,1,12127,5.69,5.97,5.73,5.67,5.4,458248,9957989,12065088,26329,459661.0,2886,627.9,-6.9,29%,***,55%,1,0,0
1,8265,23081,8104,8076,2002.0,2002-11-05,DEM,Democrat,USR,United States Representative,United States Representative,WAK,Wakulla,2,0,12,Allen,,Boyd,,6154,8376,16,16,Local Election,73.47,1,DEM,Democrat,Allen  Boyd,1,12129,4.38,4.53,4.47,4.33,4.17,24458,390997,592761,24236,24217.0,147,607.0,-6.8,29%,***,55%,1,0,0
1,8267,31518,8013,8001,2002.0,2002-11-05,REP,Republican,USR,United States Representative,United States Representative,WAL,Walton,1,0,30,Jeff,,Miller,,6437,9532,6,6,Local Election,67.53,1,REP,Republican,Joe  Scarborough,1,12131,4.62,5.47,4.37,4.27,4.37,43935,1053456,1023319,23292,45521.0,255,560.2,36.2,29%,***,55%,0,1,0
1,9393,2021,10095,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,ALA,Alachua,0,0,69,,,Kerry,Edwards,62504,111328,67,67,State Election,56.14,1,DEM,Democrat,Gore,1,12001,3.58,3.6,3.63,3.8,3.27,229867,8600253,6914441,30080,236174.0,1837,777.8,-4.5,26%,***,74%,1,0,0
1,9401,745,10103,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,BAK,Baker,0,0,9,,,Bush,Cheney,7738,9955,67,67,State Election,77.73,1,REP,Republican,Bush,1,12003,4.07,4.47,4.17,4.0,3.63,24142,407143,574920,23814,23963.0,86,358.9,31.1,26%,***,74%,0,1,0
1,9409,745,10111,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,BAY,Bay,0,0,59,,,Bush,Cheney,53404,75024,67,67,State Election,71.18,1,REP,Republican,Bush,1,12005,4.53,5.13,4.37,4.17,4.47,158804,5683337,4892682,30810,158437.0,1072,676.6,-9.6,26%,***,74%,0,1,0
1,9417,745,10119,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,BRA,Bradford,0,0,22,,,Bush,Cheney,7557,10855,67,67,State Election,69.62,1,REP,Republican,Bush,1,12007,3.97,3.97,4.03,4.1,3.77,27703,501514,580899,20969,27740.0,141,508.3,29.3,26%,***,74%,0,1,0
1,9425,745,10127,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,BRE,Brevard,0,0,221,,,Bush,Cheney,153068,265462,67,67,State Election,57.66,1,REP,Republican,Bush,1,12009,4.61,4.77,4.53,4.67,4.47,518722,16395389,16367614,31554,521422.0,3271,627.3,-6.6,26%,***,74%,0,1,0
1,9433,2021,10135,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,BRO,Broward,0,0,1032,,,Kerry,Edwards,453873,706872,67,67,State Election,64.21,1,DEM,Democrat,Gore,1,12011,4.74,4.97,4.8,4.8,4.4,1725461,67481827,61309730,35532,1723131.0,10165,589.9,13.6,26%,***,74%,1,0,0
1,9441,745,10143,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CAL,Calhoun,0,0,15,,,Bush,Cheney,3782,5963,67,67,State Election,63.42,1,REP,Republican,Bush,1,12013,4.89,4.83,4.87,4.97,4.9,13445,197300,256386,19069,13610.0,25,183.7,-45.1,26%,***,74%,0,1,0
1,9449,745,10151,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CHA,Charlotte,0,0,83,,,Bush,Cheney,44428,79786,67,67,State Election,55.68,1,REP,Republican,Bush,1,12015,5.47,5.07,4.93,5.97,5.9,157755,3159026,4482984,28417,156985.0,618,393.7,41.8,26%,***,74%,0,1,0
1,9457,745,10159,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CIT,Citrus,0,0,41,,,Bush,Cheney,39500,69467,67,67,State Election,56.86,1,REP,Republican,Bush,1,12017,5.6,5.87,5.63,5.73,5.17,129840,3173140,3272448,25204,129110.0,357,276.5,-2.8,26%,***,74%,0,1,0
1,9465,745,10167,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CLA,Clay,0,0,64,,,Bush,Cheney,62078,81495,67,67,State Election,76.17,1,REP,Republican,Bush,1,12019,4.33,4.3,4.47,4.47,4.1,163238,2775313,5072671,31075,163461.0,602,368.3,15.2,26%,***,74%,0,1,0
1,9473,745,10175,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CLL,Collier,0,0,96,,,Bush,Cheney,83631,128683,67,67,State Election,64.99,1,REP,Republican,Bush,1,12021,4.35,4.0,4.07,5.23,4.1,296021,11167606,15649504,52866,306186.0,1233,402.7,-11.5,26%,***,74%,0,1,0
1,9481,745,10183,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,CLM,Columbia,0,0,25,,,Bush,Cheney,16758,24991,67,67,State Election,67.06,1,REP,Republican,Bush,1,12023,4.4,4.5,4.33,4.63,4.13,60804,1426632,1443649,23743,60453.0,417,689.8,-0.4,26%,***,74%,0,1,0
1,9489,745,10191,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,DES,DeSoto,0,0,15,,,Bush,Cheney,5524,9510,67,67,State Election,58.09,1,REP,Republican,Bush,1,12027,6.1,4.2,4.47,8.23,7.5,33895,638987,621375,18332,34105.0,226,662.7,4.9,26%,***,74%,0,1,0
1,9497,745,10199,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,DIX,Dixie,0,0,11,,,Bush,Cheney,4434,6442,67,67,State Election,68.83,1,REP,Republican,Bush,1,12029,5.3,5.5,5.4,5.5,4.8,14825,192122,274450,18513,14928.0,83,556.0,-9.3,26%,***,74%,0,1,0
1,9505,745,10207,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,DUV,Duval,0,0,285,,,Bush,Cheney,220190,381061,67,67,State Election,57.78,1,REP,Republican,Bush,1,12031,5.14,5.33,5.23,5.3,4.7,820070,41554577,27084948,33028,840474.0,6644,790.5,-4.0,26%,***,74%,0,1,0
1,9513,745,10215,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,ESC,Escambia,0,0,91,,,Bush,Cheney,93566,143278,67,67,State Election,65.3,1,REP,Republican,Bush,1,12033,4.91,4.7,4.6,4.67,5.67,298225,10372500,8475720,28421,307226.0,1929,627.9,8.1,26%,***,74%,0,1,0
1,9521,745,10223,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,FLA,Flagler,0,0,34,,,Bush,Cheney,19633,38480,67,67,State Election,51.02,1,DEM,Democrat,Gore,0,12035,1455.33,1439.0,1445.0,1493.0,1444.33,69387,1575460,1983346,28584,69759.0,178,255.2,-17.7,26%,***,74%,0,1,0
1,9529,745,10231,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,FRA,Franklin,0,0,10,,,Bush,Cheney,3472,5931,67,67,State Election,58.54,1,REP,Republican,Bush,1,12037,185.92,186.67,177.33,195.0,184.67,10090,348355,285864,28331,10649.0,37,347.5,-30.0,26%,***,74%,0,1,0
1,9537,2021,10239,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,GAD,Gadsden,0,0,27,,,Kerry,Edwards,14629,20984,67,67,State Election,69.72,1,DEM,Democrat,Gore,1,12039,964.67,952.0,954.33,991.33,961.0,45129,928809,1129360,25025,46857.0,351,749.1,20.1,26%,***,74%,1,0,0
1,9545,745,10247,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,GIL,Gilchrist,0,0,10,,,Bush,Cheney,4936,7015,67,67,State Election,70.36,1,REP,Republican,Bush,1,12041,4.03,4.07,4.07,4.23,3.77,15271,210005,364176,23848,15900.0,29,182.4,-67.1,26%,***,74%,0,1,0
1,9553,745,10255,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,GLA,Glades,0,0,13,,,Bush,Cheney,2443,4188,67,67,State Election,58.33,1,REP,Republican,Bush,1,12043,5.61,4.3,5.3,7.33,5.5,11901,221588,215330,18093,10733.0,43,400.6,38.7,26%,***,74%,0,1,0
1,9561,745,10263,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,GUL,Gulf,0,0,16,,,Bush,Cheney,4805,7277,67,67,State Election,66.03,1,REP,Republican,Bush,1,12045,3.96,4.23,4.0,3.97,3.63,15455,318846,342032,22131,16171.0,57,352.5,-17.9,26%,***,74%,0,1,0
1,9569,745,10271,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HAM,Hamilton,0,0,10,,,Bush,Cheney,2792,5079,67,67,State Election,54.97,1,REP,Republican,Bush,1,12047,4.93,5.23,4.83,5.07,4.6,14101,324138,244842,17363,14303.0,74,517.4,-13.6,26%,***,74%,0,1,0
1,9577,745,10279,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HAR,Hardee,0,0,12,,,Bush,Cheney,5049,7249,67,67,State Election,69.65,1,REP,Republican,Bush,1,12049,6.38,5.2,4.9,8.27,7.17,26847,726912,531802,19809,27787.0,163,586.6,-3.8,26%,***,74%,0,1,0
1,9585,745,10287,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HEN,Hendry,0,0,26,,,Bush,Cheney,5757,9775,67,67,State Election,58.9,1,REP,Republican,Bush,1,12051,8.7,5.9,7.37,12.73,8.8,36903,997163,780212,21142,37394.0,286,764.8,3.4,26%,***,74%,0,1,0
1,9593,745,10295,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HER,Hernando,0,0,56,,,Bush,Cheney,42635,80547,67,67,State Election,52.93,1,DEM,Democrat,Gore,0,12053,5.83,6.03,5.73,5.97,5.57,149593,2491451,3967489,26522,145207.0,884,608.8,-14.6,26%,***,74%,0,1,0
1,9601,745,10303,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HIG,Highlands,0,0,27,,,Bush,Cheney,25878,41496,67,67,State Election,62.36,1,REP,Republican,Bush,1,12055,5.38,4.7,4.7,6.57,5.57,93079,1808288,2203488,23673,92057.0,398,432.3,4.2,26%,***,74%,0,1,0
1,9609,745,10311,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HIL,Hillsborough,0,0,360,,,Bush,Cheney,245576,463222,67,67,State Election,53.01,1,REP,Republican,Bush,1,12057,4.5,4.73,4.53,4.6,4.13,1108225,53140775,36922966,33317,1108435.0,9929,895.8,-13.7,26%,***,74%,0,1,0
1,9617,745,10319,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,HOL,Holmes,0,0,18,,,Bush,Cheney,6412,8300,67,67,State Election,77.25,1,REP,Republican,Bush,1,12059,4.6,4.8,4.7,4.83,4.07,19319,264584,395882,20492,19012.0,50,263.0,24.5,26%,***,74%,0,1,0
1,9625,745,10327,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,IND,Indian River,0,0,57,,,Bush,Cheney,36938,61414,67,67,State Election,60.15,1,REP,Republican,Bush,1,12061,7.0,5.4,6.0,8.57,8.03,125001,3735115,6122059,48976,126829.0,482,380.0,4.2,26%,***,74%,0,1,0
1,9633,745,10335,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,JAC,Jackson,0,0,28,,,Bush,Cheney,12122,19807,67,67,State Election,61.2,1,REP,Republican,Bush,1,12063,4.11,4.0,3.97,4.23,4.23,46946,967066,1065247,22691,48870.0,256,523.8,26.4,26%,***,74%,0,1,0
1,9641,2021,10343,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,JEF,Jefferson,0,0,15,,,Kerry,Edwards,4135,7478,67,67,State Election,55.3,1,DEM,Democrat,Gore,1,12065,3.78,4.2,3.7,3.8,3.4,14030,212144,384270,27389,14064.0,99,703.9,9.6,26%,***,74%,1,0,0
1,9649,745,10351,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,LAF,Lafayette,0,0,7,,,Bush,Cheney,2460,3325,67,67,State Election,73.98,1,REP,Republican,Bush,1,12067,3.39,3.6,3.4,3.4,3.17,7630,148520,133685,17521,7535.0,40,530.9,116.9,26%,***,74%,0,1,0
1,9657,745,10359,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,LAK,Lake,0,0,103,,,Bush,Cheney,74389,123950,67,67,State Election,60.02,1,REP,Republican,Bush,1,12069,4.65,4.7,4.67,4.9,4.33,254625,5499542,7406882,29089,251878.0,1521,603.9,18.2,26%,***,74%,0,1,0
1,9665,745,10367,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,LEE,Lee,0,0,225,,,Bush,Cheney,144176,240667,67,67,State Election,59.91,1,REP,Republican,Bush,1,12071,4.16,4.13,4.07,4.43,4.0,522431,18321455,18558224,35523,521253.0,2749,527.4,6.2,26%,***,74%,0,1,0
1,9673,2021,10375,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,LEO,Leon,0,0,116,,,Kerry,Edwards,83873,136379,67,67,State Election,61.5,1,DEM,Democrat,Gore,1,12073,3.85,3.9,4.0,4.0,3.5,254188,10603957,8126740,31971,263896.0,1911,724.1,2.2,26%,***,74%,1,0,0
1,9681,745,10383,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,LEV,Levy,0,0,20,,,Bush,Cheney,10410,16652,67,67,State Election,62.52,1,REP,Republican,Bush,1,12075,4.83,5.07,4.9,5.07,4.3,37510,631711,881151,23491,37486.0,274,730.9,8.5,26%,***,74%,0,1,0
1,9689,745,10391,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,LIB,Liberty,0,0,10,,,Bush,Cheney,1927,3021,67,67,State Election,63.79,1,REP,Republican,Bush,1,12077,3.63,3.7,3.83,3.7,3.3,7449,148195,162098,21761,7354.0,16,217.6,-57.5,26%,***,74%,0,1,0
1,9697,745,10399,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,MAD,Madison,0,0,11,,,Bush,Cheney,4191,8304,67,67,State Election,50.47,1,REP,Republican,Bush,1,12079,5.44,5.03,5.1,5.73,5.9,19075,332123,387148,20296,19498.0,155,795.0,23.7,26%,***,74%,0,1,0
1,9705,745,10407,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,MAN,Manatee,0,0,136,,,Bush,Cheney,81318,143621,67,67,State Election,56.62,1,REP,Republican,Bush,1,12081,4.28,4.4,4.3,4.47,3.93,296183,9319428,10085081,34050,300302.0,2458,818.5,-0.2,26%,***,74%,0,1,0
1,9713,745,10415,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,MRN,Marion,0,0,143,,,Bush,Cheney,81283,139677,67,67,State Election,58.19,1,REP,Republican,Bush,1,12083,4.81,5.03,4.9,4.87,4.43,291164,6429597,7606483,26124,293317.0,1879,640.6,-4.0,26%,***,74%,0,1,0
1,9721,745,10423,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,MRT,Martin,0,0,50,,,Bush,Cheney,41362,72453,67,67,State Election,57.09,1,REP,Republican,Bush,1,12085,5.16,5.07,4.87,5.5,5.2,139729,5129025,7148675,51161,137637.0,522,379.3,-4.1,26%,***,74%,0,1,0
1,9729,2021,10431,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,DAD,Miami-Dade,0,0,872,,,Kerry,Edwards,409732,774726,67,67,State Election,52.89,1,DEM,Democrat,Gore,1,12086,3.94,4.1,4.07,4.1,3.5,2358684,99327553,74881769,31747,2379818.0,23795,999.9,-5.7,26%,***,74%,1,0,0
1,9737,2021,10439,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,MON,Monroe,0,0,30,,,Kerry,Edwards,19654,39535,67,67,State Election,49.71,1,DEM,Democrat,Gore,1,12087,3.14,3.17,3.07,3.2,3.13,77616,3111054,3727328,48023,81236.0,446,549.0,10.5,26%,***,74%,1,0,0
1,9745,745,10447,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,NAS,Nassau,0,0,24,,,Bush,Cheney,23783,32743,67,67,State Election,72.64,1,REP,Republican,Bush,1,12089,4.22,4.4,4.33,4.27,3.87,63699,1467482,2353656,36950,65016.0,778,1196.6,-7.2,26%,***,74%,0,1,0
1,9753,745,10455,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,OKA,Okaloosa,0,0,52,,,Bush,Cheney,69693,89756,67,67,State Election,77.65,1,REP,Republican,Bush,1,12091,3.37,3.57,3.27,3.23,3.4,182506,8011425,6482832,35521,185778.0,556,299.3,-4.9,26%,***,74%,0,1,0
1,9761,745,10463,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,OKE,Okeechobee,0,0,18,,,Bush,Cheney,6978,12190,67,67,State Election,57.24,1,REP,Republican,Bush,1,12093,6.41,5.53,5.57,7.93,6.6,38556,795110,825868,21420,38004.0,281,739.4,11.5,26%,***,74%,0,1,0
1,9769,2021,10471,10095,2004.0,2004-11-02,DEM,Democrat,PRE,President and Vice President of the United States,President of the United States,ORA,Orange,0,0,263,,,Kerry,Edwards,193354,388044,67,67,State Election,49.83,1,DEM,Democrat,Gore,1,12095,4.63,4.83,4.67,4.73,4.3,1011681,55725658,30130504,29783,1013937.0,9295,916.7,0.5,26%,***,74%,1,0,0
1,9777,745,10479,10095,2004.0,2004-11-02,REP,Republican,PRE,President and Vice President of the United States,President of the United States,OSC,Osceola,0,0,93,,,Bush,Cheney,43117,82204,67,67,State Election,52.45,1,DEM,Democrat,Gore,0,12097,4.88,5.17,4.67,4.87,4.83,216541,5181982,5008285,23129,225816.0,1156,511.9,-14.8,26%,***,74%,0,1,0
